id	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	symbol
ENSG00000162654.8	52059.2092668532	9.75163572935487	0.569984969236815	17.1085840077711	1.28075310105107e-65	1.41675688273411e-62	GBP4
ENSG00000172399.5	716.125847048923	-7.83085367507285	0.463505143033648	-16.8948582184435	4.90892471038442e-64	5.18337822828319e-61	MYOZ2
ENSG00000174749.5	1394.81763973733	2.92481465483263	0.173819537512456	16.8267313139241	1.55450349368093e-63	1.57004852861774e-60	FAM241A
ENSG00000254838.5	136.298137932524	5.59041657945077	0.336451764884923	16.6158039960434	5.3552053934462e-62	5.1833925537398e-59	GVINP1
ENSG00000225492.6	1290.19708532606	6.14079920774767	0.374153506540354	16.412512779926	1.55628849137465e-60	1.44610326618532e-57	NA
ENSG00000183734.4	892.554378319144	4.23619742389515	0.259878584721246	16.3006791361398	9.76015814131835e-60	8.7203259085702e-57	ASCL2
ENSG00000213626.12	4434.63265925662	-4.42909662158187	0.274584264611133	-16.1301909556047	1.56535710348598e-58	1.34678687088812e-55	LBH
ENSG00000168394.11	38572.0145549028	5.35582220472695	0.337245400237412	15.881083036141	8.56860274302318e-57	7.10888006144387e-54	TAP1
ENSG00000019582.14	53152.3514641648	4.15196028281829	0.264159018742381	15.717654852691	1.14483377420821e-55	9.17051330167469e-53	CD74
ENSG00000164509.13	698.505731725589	8.39537896277139	0.536932703174463	15.6358122966548	4.1514696348101e-55	3.21462132055462e-52	IL31RA
ENSG00000186088.15	3192.3360396429	2.6220741895594	0.171923414469385	15.2514082950948	1.6112016629314e-52	1.20736176225473e-49	GSAP
ENSG00000092010.14	6751.61382429049	2.06513791930753	0.136293192314732	15.1521721975567	7.33032056022537e-52	5.32135458168861e-49	PSME1
ENSG00000132963.7	4224.11627480112	1.43230271642489	0.0946148659677802	15.1382417738946	9.06037344061547e-52	6.37795378865144e-49	POMP
ENSG00000261644.2	124.703875914198	2.53792415203152	0.168383016425275	15.0723285869974	2.46277529935107e-51	1.68265500599781e-48	CYLD-AS1
ENSG00000244731.7	728.710211692406	5.0266356034308	0.334757925395359	15.0157329284862	5.79181193024394e-51	3.84410831827333e-48	C4A
ENSG00000096996.15	628.63472987513	3.22488717335956	0.215421619773981	14.970118490164	1.15115972373831e-50	7.42817788401136e-48	IL12RB1
ENSG00000140105.17	166137.597746169	5.82631200646493	0.391760416638719	14.8721304118837	4.99966836526862e-50	3.13898097635649e-47	WARS1
ENSG00000131203.12	92506.3857924553	9.54375088417694	0.645344131680568	14.7886227140915	1.73467120175558e-49	1.06043189517848e-46	IDO1
ENSG00000089041.16	14162.7439942429	4.65496279284846	0.316607922494271	14.7026099542177	6.20223496576291e-49	3.69430559627365e-46	P2RX7
ENSG00000213886.3	2076.7113700128	10.268903031426	0.704706979351335	14.5718764427142	4.24080429328345e-48	2.46284709332436e-45	UBD
ENSG00000166002.6	1961.81678305713	3.0504107867672	0.209404004270332	14.5671081954538	4.54736592469393e-48	2.57647098611317e-45	SMCO4
ENSG00000270547.5	221.319222892065	-5.37178825343264	0.371617223858667	-14.4551649077375	2.32572109302576e-47	1.2863452616902e-44	LINC01235
ENSG00000163568.14	1446.75738502365	7.80282614713029	0.543851415730674	14.3473491498538	1.10687812958007e-46	5.97971603491747e-44	AIM2
ENSG00000234518.2	311.048559155328	8.27693881255766	0.577158843230247	14.3408333938595	1.21586540469768e-46	6.41921667071072e-44	NA
ENSG00000204252.13	147.473980059016	5.78277192576519	0.403906876527403	14.3170920373594	1.7113563133779e-46	8.83440159105969e-44	HLA-DOA
ENSG00000168899.4	714.998155001839	4.74321497920722	0.333386107902893	14.2273924040914	6.19489638602823e-46	3.12842267494426e-43	VAMP5
ENSG00000117228.9	98133.5358034344	7.68493941132214	0.552829105131117	13.901112188186	6.2364696862674e-44	3.08240831514876e-41	GBP1
ENSG00000170989.9	705.710184856197	-5.36684647043146	0.386792927343944	-13.875244584447	8.94873243242954e-44	4.33081363344454e-41	S1PR1
ENSG00000135052.16	4669.41009555968	2.64813447936859	0.191979121762973	13.7938670364276	2.77477960347192e-43	1.31547204466638e-40	GOLM1
ENSG00000186470.13	733.275129385949	2.55550120873986	0.18552879700274	13.7741485420299	3.64657021930225e-43	1.66097698420375e-40	BTN3A2
ENSG00000188906.15	10586.6363424332	4.60504088877314	0.334317795347224	13.7744414232881	3.63181230987293e-43	1.66097698420375e-40	LRRK2
ENSG00000223749.9	896.267706825082	2.99723749422432	0.218500375142234	13.7173105184522	7.99774373985126e-43	3.57283821301432e-40	NA
ENSG00000121380.12	1198.2074532699	5.99681289227785	0.439863616100335	13.6333460481304	2.53677088828269e-42	1.11187146669447e-39	BCL2L14
ENSG00000123992.19	1880.71453939157	1.2772393207736	0.094163874852011	13.5640055465105	6.54614501710716e-42	2.76485361358908e-39	DNPEP
ENSG00000179583.19	1524.77592426448	6.11112738085489	0.450501395805958	13.565168582712	6.44313608016036e-42	2.76485361358908e-39	CIITA
ENSG00000177675.8	1265.47658935921	-4.13057832835332	0.306358798808846	-13.482812781658	1.97434000836794e-41	8.18998542756914e-39	CD163L1
ENSG00000117226.11	5386.56394787695	3.67174601057821	0.272961089413622	13.4515363287342	3.01541392996156e-41	1.22891343145627e-38	GBP3
ENSG00000124785.8	619.740512450062	3.31201646149437	0.247497618079484	13.3820134803508	7.70319578026331e-41	3.08526272371581e-38	NRN1
ENSG00000188820.12	7983.04246542686	5.68112918321135	0.427194870501669	13.2986830495877	2.35581175830801e-40	9.27550968567713e-38	CALHM6
ENSG00000131979.18	32102.0547373248	4.741521166234	0.357619194192859	13.2585757230832	4.02466953454401e-40	1.55821788812429e-37	GCH1
ENSG00000086300.15	12773.2119887733	4.96531505150694	0.375861097485813	13.2105053827614	7.63103531790599e-40	2.85917661991865e-37	SNX10
ENSG00000204592.8	51489.7070596966	2.30586778737412	0.174543112345277	13.2108781400249	7.59333769177794e-40	2.85917661991865e-37	HLA-E
ENSG00000198520.11	129.824694102469	4.73863153177028	0.359932056173609	13.1653501000885	1.38892315769655e-39	5.12137856401441e-37	ARMH1
ENSG00000153012.11	530.437443742984	-6.37192680268382	0.484329850232992	-13.1561719758106	1.56832692222774e-39	5.69253662552351e-37	LGI2
ENSG00000152229.18	11579.7704434045	2.87351426239381	0.219233598661002	13.1070888766329	2.99890178446659e-39	1.07176136081783e-36	PSTPIP2
ENSG00000196329.11	1820.43898990222	3.88381472018997	0.299563920675022	12.9648948092226	1.93495663073697e-38	6.81046098969997e-36	GIMAP5
ENSG00000143774.16	2929.34307779191	0.938792389319425	0.0729946847697782	12.8611061515004	7.45028165283674e-38	2.58313496709549e-35	GUK1
ENSG00000140511.11	4158.50313854786	7.09041343947508	0.551610436607439	12.8540233630878	8.16505646797783e-38	2.78932737869301e-35	HAPLN3
ENSG00000197448.13	4230.60918232389	1.38603570543637	0.107907185605156	12.8447025808646	9.21052279774024e-38	3.10087600857255e-35	GSTK1
ENSG00000057252.12	2841.78093935577	1.59917885664437	0.124855488501795	12.8082383548672	1.47443987741431e-37	4.8930340503335e-35	SOAT1
ENSG00000108387.14	668.125268735484	6.07948824610835	0.474848490531816	12.8030063637762	1.57724681968077e-37	5.14138662052727e-35	SEPTIN4
ENSG00000110852.4	211.728792929349	3.00645765837894	0.234838988747475	12.8022083318192	1.59354212947896e-37	5.14138662052727e-35	CLEC2B
ENSG00000120217.13	26634.0659028169	6.58406417155022	0.515970978463194	12.7605319802301	2.72334834524234e-37	8.66621672054516e-35	CD274
ENSG00000225342.2	61.2343165234634	3.56273993098498	0.279613214189242	12.741672246483	3.46879035470021e-37	1.08891891810386e-34	LINC01779
ENSG00000185338.5	4148.29012331698	7.68843552223591	0.605627504393847	12.6949906773653	6.30374550553537e-37	1.95248010791449e-34	SOCS1
ENSG00000204287.13	19407.8231259013	6.64742382013292	0.524261968908601	12.6795842810635	7.67377781615481e-37	2.34555077196416e-34	HLA-DRA
ENSG00000184588.17	13894.5325115073	3.38780170578923	0.269149716700159	12.5870528393063	2.48789885085935e-36	7.50570003967048e-34	PDE4B
ENSG00000172954.13	721.381832064912	-2.16875628042919	0.172339231838475	-12.5842285432829	2.57849463149799e-36	7.67928593457672e-34	LCLAT1
ENSG00000113263.12	325.095395130622	4.63680206929204	0.369259859968035	12.5570162695004	3.63794569770574e-36	1.06974023490765e-33	ITK
ENSG00000146859.6	1084.42049266482	6.11379021592754	0.487051192597774	12.5526645018947	3.84355322291525e-36	1.11607176710401e-33	TMEM140
ENSG00000123146.19	5600.86283380607	3.04496334048579	0.242663507607628	12.5480892059358	4.07218215466503e-36	1.16786162287492e-33	ADGRE5
ENSG00000116663.10	2252.91692650273	3.91000680787226	0.312501400027736	12.5119657304742	6.42151774344477e-36	1.81916899000271e-33	FBXO6
ENSG00000010030.13	1680.29889817978	7.02654205738495	0.56258856254802	12.4896638949804	8.50120153176713e-36	2.37931218774639e-33	ETV7
ENSG00000205220.11	3530.43901469621	2.13152058043144	0.171936397715371	12.3971457396707	2.70798644248131e-35	7.48887203081439e-33	PSMB10
ENSG00000197646.7	1649.50459855061	3.92395619061293	0.317037130972527	12.3769609527313	3.48282696102427e-35	9.51836121230516e-33	PDCD1LG2
ENSG00000234745.10	48352.265841706	3.06551724541081	0.248239048571425	12.3490533139422	4.92879916872191e-35	1.33134889173732e-32	HLA-B
ENSG00000206503.12	25075.4563934024	2.33960884579346	0.18988991307643	12.3208695390354	6.99361042819107e-35	1.86737437065378e-32	HLA-A
ENSG00000256262.1	98.2168318021229	6.52367784797804	0.530219084201135	12.3037401752656	8.64751803348235e-35	2.28274822633858e-32	NA
ENSG00000099250.17	24206.3686819444	-1.85366456565085	0.151290387761712	-12.2523617863314	1.63173611680908e-34	4.22021648525111e-32	NRP1
ENSG00000128335.13	9294.04408973481	3.80831327131439	0.310826948813376	12.2521978414457	1.6350386727189e-34	4.22021648525111e-32	APOL2
ENSG00000198814.12	12778.9935361418	3.69487374271968	0.302247752832812	12.2246524848887	2.29561291379755e-34	5.86011955906782e-32	GK
ENSG00000231925.11	18162.4025242686	1.86436294800147	0.153224547394487	12.1675213254279	4.62927321773858e-34	1.16889148747899e-31	TAPBP
ENSG00000173369.15	46199.868494893	3.51907385504179	0.289307455540356	12.1637855770741	4.84598613198866e-34	1.2104543854419e-31	C1QB
ENSG00000160216.18	6953.36056221684	1.15786517006347	0.0952410800629814	12.1572032708763	5.25263082015875e-34	1.29807036119455e-31	AGPAT3
ENSG00000233901.5	60.7225832952019	-2.29689577810963	0.18914140543739	-12.1438020025179	6.18823362462873e-34	1.513185969475e-31	LINC01503
ENSG00000167207.13	1892.01540572093	3.4334618405656	0.283516466672238	12.1102731028843	9.31833846606376e-34	2.25484377673605e-31	NOD2
ENSG00000136867.10	5951.82831785068	2.69153183631733	0.223198118210892	12.0589360604474	1.74016330475208e-33	4.16742201746297e-31	SLC31A2
ENSG00000164308.16	2040.5751440509	3.65368879387816	0.304381196342389	12.0036613226536	3.39919522607098e-33	8.0574801124111e-31	ERAP2
ENSG00000159871.14	132.230741934285	4.63989709456267	0.387767318041363	11.9656734301361	5.37596448730217e-33	1.2614510610104e-30	LYPD5
ENSG00000135604.9	8678.06698005555	2.90540403438032	0.243945939664451	11.9100323554338	1.04936534088263e-32	2.43767568687035e-30	STX11
